step,split,value
619,train_loss,0.0
619,train_reward,0.0
620,train_loss,0.0
620,train_reward,0.0
621,train_loss,0.0
621,train_reward,0.0
622,train_loss,0.0
622,train_reward,0.0
623,train_loss,0.0
623,train_reward,0.0
624,train_loss,0.0
624,train_reward,0.0
625,train_loss,0.0
625,train_reward,0.0
626,train_loss,0.0
626,train_reward,0.0
627,train_loss,0.0
627,train_reward,0.0
628,train_loss,0.0
628,train_reward,0.0
629,train_loss,0.0
629,train_reward,0.0
630,train_loss,0.0
630,train_reward,0.0
631,train_loss,0.0
631,train_reward,0.0
632,train_loss,0.0
632,train_reward,0.0
633,train_loss,0.0
633,train_reward,0.0
634,train_loss,0.0
634,train_reward,0.0
635,train_loss,0.0
635,train_reward,0.0
636,train_loss,0.0
636,train_reward,0.0
637,train_loss,0.0
637,train_reward,0.0
638,train_loss,0.0
638,train_reward,0.0
639,train_loss,0.0
639,train_reward,0.0
640,train_loss,0.0
640,train_reward,0.0
641,train_loss,0.0
641,train_reward,0.0
642,train_loss,0.0
642,train_reward,0.0
643,train_loss,0.0
643,train_reward,0.0
644,train_loss,0.0
644,train_reward,0.0
645,train_loss,0.0
645,train_reward,0.0
646,train_loss,0.0
646,train_reward,0.0
647,train_loss,0.0
647,train_reward,0.0
648,train_loss,0.0
648,train_reward,0.0
649,train_loss,0.0
649,train_reward,0.0
650,train_loss,0.0
650,train_reward,0.0
650,gsm8k_accuracy,0.0
651,train_loss,0.0
651,train_reward,0.0
652,train_loss,0.0
652,train_reward,0.0
653,train_loss,0.0
653,train_reward,0.0
654,train_loss,0.0
654,train_reward,0.0
655,train_loss,0.0
655,train_reward,0.0
656,train_loss,0.0
656,train_reward,0.0
657,train_loss,0.0
657,train_reward,0.0
658,train_loss,0.0
658,train_reward,0.0
659,train_loss,0.0
659,train_reward,0.0
660,train_loss,0.0
660,train_reward,0.0
661,train_loss,0.0
661,train_reward,0.0
662,train_loss,0.0
662,train_reward,0.0
663,train_loss,0.0
663,train_reward,0.0
664,train_loss,0.0
664,train_reward,0.0
665,train_loss,0.0
665,train_reward,0.0
666,train_loss,0.0
666,train_reward,0.0
667,train_loss,0.0
667,train_reward,0.0
668,train_loss,0.0
668,train_reward,0.0
669,train_loss,0.0
669,train_reward,0.0
670,train_loss,0.0
670,train_reward,0.0
671,train_loss,0.0
671,train_reward,0.0
672,train_loss,0.0
672,train_reward,0.0
673,train_loss,0.0
673,train_reward,0.0
